GOSECSBJ,KISMODE,KISLEVEL,GOSECLQ_UK,GOSECMED_UK,GOSECUQ_UK,GOSECPOP_UK,GOSECLQ_E,GOSECMED_E,GOSECUQ_E,GOSECPOP_E,GOSECLQ_NI,GOSECMED_NI,GOSECUQ_NI,GOSECPOP_NI,GOSECLQ_S,GOSECMED_S,GOSECUQ_S,GOSECPOP_S,GOSECLQ_W,GOSECMED_W,GOSECUQ_W,GOSECPOP_W
CAH16-01-01,02,04,27000,30000,32000,875,27000,30000,32000,810,NA,NA,NA,NA,NA,NA,NA,NA,24500,28000,31000,55
CAH17,01,03,23000,26000,30000,31675,23000,26000,30500,27100,21500,24000,26500,870,22500,25000,28500,2860,21500,24000,27500,780
CAH17,01,04,20000,24000,30000,1525,20000,25000,30000,1385,NA,NA,NA,NA,20000,21500,24500,60,19000,21000,24500,80
CAH17,02,03,27000,37000,49000,2190,27500,38000,49000,1755,22000,25000,31500,110,28000,36500,56000,255,25500,32000,42000,70
CAH17,02,04,27500,34000,42000,635,28000,35000,42000,500,30000,35500,42000,25,25500,31000,47000,75,24000,28500,35000,40
CAH17-01,01,03,23000,26000,30000,31675,23000,26000,30500,27100,21500,24000,26500,870,22500,25000,28500,2860,21500,24000,27500,780
CAH17-01,01,04,20000,24000,30000,1525,20000,25000,30000,1385,NA,NA,NA,NA,20000,21500,24500,60,19000,21000,24500,80
CAH17-01,02,03,27000,37000,49000,2190,27500,38000,49000,1755,22000,25000,31500,110,28000,36500,56000,255,25500,32000,42000,70
CAH17-01,02,04,27500,34000,42000,635,28000,35000,42000,500,30000,35500,42000,25,25500,31000,47000,75,24000,28500,35000,40
CAH17-01-01,01,03,23000,26000,31000,4750,23000,26000,32000,4310,22000,23000,26500,20,22500,25500,28500,275,22000,25000,28000,125
CAH17-01-01,01,04,20000,23000,27000,140,20000,23000,28000,110,NA,NA,NA,NA,20000,21000,22000,15,21000,22000,25000,15
CAH17-01-01,02,03,26000,35000,45000,705,27000,35000,45000,565,19000,25000,45000,20,26000,30000,41000,75,23000,29000,37000,40
CAH17-01-01,02,04,23500,29000,40000,170,24000,30000,42000,125,NA,NA,NA,NA,24000,29000,42000,35,19000,21000,35000,10
CAH17-01-02,01,03,23000,26000,30000,7940,23000,26500,30500,6920,22000,24000,26000,240,23500,26000,30500,610,22000,25000,27500,150
CAH17-01-02,01,04,20000,24500,29000,575,20000,25000,30000,545,NA,NA,NA,NA,13000,21500,24500,15,20000,24500,28000,15
CAH17-01-02,02,03,25000,30000,45000,445,25000,31000,42000,295,20000,24000,28000,50,27500,36000,71000,95,NA,NA,NA,NA
CAH17-01-02,02,04,22000,27000,32000,50,22000,26000,30000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-03,01,03,23000,25000,29000,3885,23000,25000,29000,3405,22500,24000,26000,100,22000,24500,28000,315,21000,25000,27000,60
CAH17-01-03,01,04,20000,23000,27000,15,20000,23000,27000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-03,02,03,23000,27000,32500,60,23000,27000,32000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-04,01,03,24000,28000,33500,3840,24500,28000,35000,3280,23000,25000,27000,80,23000,25000,30000,305,22000,25000,28000,170
CAH17-01-04,01,04,21000,25000,33000,345,21500,25000,33000,325,NA,NA,NA,NA,NA,NA,NA,NA,19000,21000,26000,20
CAH17-01-04,02,03,36000,45000,53000,700,37500,46000,52500,600,28000,31500,45000,20,30000,45000,67500,65,29000,42000,50000,15
CAH17-01-04,02,04,32000,36000,49000,200,33000,36500,49000,155,30000,35500,42000,25,33000,38000,50000,15,NA,NA,NA,NA
CAH17-01-05,01,03,23000,25500,30000,780,23000,26000,30000,580,22500,25000,27500,45,24000,26000,30000,140,19000,24000,30000,15
CAH17-01-05,01,04,23000,26500,35000,20,23000,26500,35000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-05,02,03,36000,41000,45000,70,35000,42000,46000,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-05,02,04,31000,37000,43000,135,30000,36000,42500,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-06,01,03,21500,24000,28000,3105,22000,24500,28000,2555,19500,22000,25000,110,21000,23500,26000,340,20000,23000,27000,85
CAH17-01-06,01,04,18000,23000,27000,320,19000,23000,27000,285,NA,NA,NA,NA,NA,NA,NA,NA,14000,20000,22000,30
CAH17-01-06,02,03,22000,27000,35000,70,22000,27000,35000,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-06,02,04,27000,30000,43500,55,25000,30000,43500,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-07,01,03,23000,27000,31500,2990,23500,27000,32000,2540,23000,25500,28000,120,23000,26000,29000,265,21000,24000,28000,65
CAH17-01-07,02,03,22500,26000,32000,50,22500,25500,32000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-08,01,03,22500,25000,30000,4330,23000,26000,30000,3455,20000,22000,25000,150,22000,24500,27500,610,21500,24000,27000,105
CAH17-01-08,01,04,25000,32000,38500,90,30000,33000,39000,70,NA,NA,NA,NA,20000,22000,25000,20,NA,NA,NA,NA
CAH17-01-08,02,03,22000,29000,37000,95,22000,26500,35000,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-08,02,04,22500,25000,31000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-09,01,03,20000,24000,26500,55,20000,24000,26500,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-09,01,04,19500,20000,22000,15,19500,20000,22000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH19,01,03,22000,25000,28500,9020,22000,25000,29000,8035,20000,22500,25000,145,21000,24000,28000,545,20000,22000,27000,275
CAH19,01,04,29000,38000,42500,70,22500,26500,30000,15,NA,NA,NA,NA,22000,28000,31000,15,38500,40000,44000,40
CAH19,02,03,23000,27000,32000,415,23000,27000,32000,355,15000,24000,28500,15,23500,27000,37500,25,24000,27000,33000,20
CAH19,02,04,30000,41000,51000,110,25500,43000,60000,55,30000,38000,48000,15,33000,40000,47000,35,NA,NA,NA,NA
CAH19-01,01,03,21000,24000,28000,5785,21500,24500,28000,5200,19000,22000,25000,85,20000,23500,28000,305,19000,22000,25000,180
CAH19-01,01,04,21000,25500,26500,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH19-01,02,03,23000,27000,30000,340,23000,27000,30000,290,15000,22000,28500,10,23500,27000,29000,20,25500,27000,33000,20
CAH19-01,02,04,23500,41500,55000,50,24000,42500,55000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH19-01-01,01,03,22000,25000,28000,2175,22000,25000,28500,1950,20000,22000,25000,60,20000,23000,28000,130,19000,21000,25500,25
CAH19-01-01,02,03,23000,28000,36000,20,23000,28000,36000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH19-01-02,01,03,21000,24000,28000,530,21000,24000,28000,490,NA,NA,NA,NA,19500,22000,23000,15,19500,23000,27500,20
CAH19-01-02,02,03,23000,27000,30000,90,23000,26000,30000,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
